postcode_sector,year,avg_price,median_price,n_sales,easting,northing,LSOA_2021_Code,Female_Total,Male_Total,Pop_Total_FM
BS15 8,2019,254428.68987341772,240000.0,158,364466.8206521739,173371.35326086957,E01014673,938.0,872.0,1810.0
BS15 8,2020,274295.48387096776,255000.0,124,364466.8206521739,173371.35326086957,E01014673,955.0,920.0,1875.0
BS15 8,2021,346591.9256198347,269500.0,121,364466.8206521739,173371.35326086957,E01014673,968.0,915.0,1883.0
BS15 8,2022,272032.5,277700.0,20,364466.8206521739,173371.35326086957,E01014673,1001.0,928.0,1929.0
BS15 8,2022,272032.5,277700.0,20,364466.8206521739,173371.35326086957,E01014673,1001.0,922.0,1923.0
BS15 8,2023,342253.3064516129,280000.0,62,364466.8206521739,173371.35326086957,E01014673,1029.0,928.0,1957.0
BS15 8,2024,296250.0,305000.0,61,364466.8206521739,173371.35326086957,E01014673,1048.0,958.0,2006.0
BS15 9,2015,197518.05555555556,181500.0,144,365556.96470588236,173170.0294117647,E01014917,,,
BS15 9,2016,215639.61267605633,213000.0,142,365556.96470588236,173170.0294117647,E01014917,,,
BS15 9,2017,245754.30065359478,231500.0,153,365556.96470588236,173170.0294117647,E01014917,,,
BS15 9,2018,234061.0655737705,230000.0,122,365556.96470588236,173170.0294117647,E01014917,,,
BS15 9,2019,263413.22142857144,250000.0,140,365556.96470588236,173170.0294117647,E01014917,,,
BS15 9,2020,253303.55670103093,241000.0,97,365556.96470588236,173170.0294117647,E01014917,,,
BS15 9,2021,279396.03305785125,270000.0,121,365556.96470588236,173170.0294117647,E01014917,,,
BS15 9,2022,327985.0,270000.0,10,365556.96470588236,173170.0294117647,E01014917,,,
BS15 9,2023,288687.5,291000.0,40,365556.96470588236,173170.0294117647,E01014917,,,
BS15 9,2024,304229.23076923075,285000.0,65,365556.96470588236,173170.0294117647,E01014917,,,
BS16 1,2015,264374.2627986348,205000.0,293,362715.09315068496,177361.60273972602,E01014571,859.0,843.0,1702.0
BS16 1,2016,356733.7134328358,266000.0,335,362715.09315068496,177361.60273972602,E01014571,919.0,849.0,1768.0
BS16 1,2017,499236.36096256686,320000.0,374,362715.09315068496,177361.60273972602,E01014571,894.0,835.0,1729.0
BS16 1,2018,379784.0051546392,330000.0,388,362715.09315068496,177361.60273972602,E01014571,938.0,846.0,1784.0
BS16 1,2019,493596.910326087,325000.0,368,362715.09315068496,177361.60273972602,E01014571,948.0,850.0,1798.0
BS16 1,2020,372738.7752808989,330000.0,267,362715.09315068496,177361.60273972602,E01014571,939.0,851.0,1790.0
BS16 1,2021,377273.3308550186,320150.0,269,362715.09315068496,177361.60273972602,E01014571,878.0,840.0,1718.0
BS16 1,2022,396053.0303030303,352500.0,33,362715.09315068496,177361.60273972602,E01014571,905.0,841.0,1746.0
BS16 1,2022,396053.0303030303,352500.0,33,362715.09315068496,177361.60273972602,E01014571,917.0,829.0,1746.0
BS16 1,2023,394434.8313253012,357000.0,83,362715.09315068496,177361.60273972602,E01014571,907.0,822.0,1729.0
BS16 1,2024,409509.66386554623,364000.0,119,362715.09315068496,177361.60273972602,E01014571,934.0,870.0,1804.0
BS16 2,2015,221151.02739726027,220000.0,146,363475.02255639096,176416.95864661655,E01014571,859.0,843.0,1702.0
BS16 2,2016,261588.7458563536,260000.0,181,363475.02255639096,176416.95864661655,E01014571,919.0,849.0,1768.0
BS16 2,2017,305377.0,275000.0,201,363475.02255639096,176416.95864661655,E01014571,894.0,835.0,1729.0
BS16 2,2018,347265.12437810947,290000.0,201,363475.02255639096,176416.95864661655,E01014571,938.0,846.0,1784.0
BS16 2,2019,331762.85931558936,309995.0,263,363475.02255639096,176416.95864661655,E01014571,948.0,850.0,1798.0
BS16 2,2020,318418.9422222222,317950.0,225,363475.02255639096,176416.95864661655,E01014571,939.0,851.0,1790.0
BS16 2,2021,366708.17415730335,337500.0,178,363475.02255639096,176416.95864661655,E01014571,878.0,840.0,1718.0
BS16 2,2022,285527.5316455696,295995.0,79,363475.02255639096,176416.95864661655,E01014571,905.0,841.0,1746.0
BS16 2,2022,285527.5316455696,295995.0,79,363475.02255639096,176416.95864661655,E01014571,917.0,829.0,1746.0
BS16 2,2023,331629.0909090909,345000.0,77,363475.02255639096,176416.95864661655,E01014571,907.0,822.0,1729.0
BS16 2,2024,414287.0459770115,330000.0,87,363475.02255639096,176416.95864661655,E01014571,934.0,870.0,1804.0
BS16 3,2015,184694.65608465608,181500.0,189,363178.5,175307.34466019418,E01014572,863.0,1020.0,1883.0
BS16 3,2016,225776.9207048458,185000.0,227,363178.5,175307.34466019418,E01014572,916.0,1024.0,1940.0
BS16 3,2017,236559.30319148937,228787.5,188,363178.5,175307.34466019418,E01014572,944.0,1066.0,2010.0
BS16 3,2018,226723.4351145038,230000.0,131,363178.5,175307.34466019418,E01014572,959.0,1078.0,2037.0
BS16 3,2019,298216.7173913043,236000.0,138,363178.5,175307.34466019418,E01014572,929.0,1083.0,2012.0
BS16 3,2020,302242.44897959183,259500.0,98,363178.5,175307.34466019418,E01014572,985.0,1074.0,2059.0
BS16 3,2021,257598.2,271000.0,110,363178.5,175307.34466019418,E01014572,935.0,1070.0,2005.0
BS16 3,2022,306385.6666666667,320000.0,27,363178.5,175307.34466019418,E01014572,956.0,1090.0,2046.0
BS16 3,2022,306385.6666666667,320000.0,27,363178.5,175307.34466019418,E01014572,962.0,1081.0,2043.0
BS16 3,2023,302541.1818181818,312500.0,55,363178.5,175307.34466019418,E01014572,954.0,1104.0,2058.0
BS16 3,2024,307381.61333333334,270000.0,75,363178.5,175307.34466019418,E01014572,985.0,1144.0,2129.0
BS16 4,2015,184289.48529411765,185000.0,136,364507.3965517241,175375.5646551724,E01014572,863.0,1020.0,1883.0
BS16 4,2016,210492.96791443852,210000.0,187,364507.3965517241,175375.5646551724,E01014572,916.0,1024.0,1940.0
BS16 4,2017,220442.97647058824,224997.5,170,364507.3965517241,175375.5646551724,E01014572,944.0,1066.0,2010.0
BS16 4,2018,258653.56441717793,238571.0,163,364507.3965517241,175375.5646551724,E01014572,959.0,1078.0,2037.0
BS16 4,2019,234069.54887218046,235000.0,133,364507.3965517241,175375.5646551724,E01014572,929.0,1083.0,2012.0
BS16 4,2020,244836.0642857143,245000.0,140,364507.3965517241,175375.5646551724,E01014572,985.0,1074.0,2059.0
BS16 4,2021,255180.33613445377,257500.0,119,364507.3965517241,175375.5646551724,E01014572,935.0,1070.0,2005.0
BS16 4,2022,283971.6666666667,292500.0,24,364507.3965517241,175375.5646551724,E01014572,956.0,1090.0,2046.0
BS16 4,2022,283971.6666666667,292500.0,24,364507.3965517241,175375.5646551724,E01014572,962.0,1081.0,2043.0
BS16 4,2023,315027.0,324000.0,45,364507.3965517241,175375.5646551724,E01014572,954.0,1104.0,2058.0
BS16 4,2024,285402.77777777775,303000.0,54,364507.3965517241,175375.5646551724,E01014572,985.0,1144.0,2129.0
BS16 5,2015,219091.65938864628,217500.0,229,364920.9881422925,176174.64031620554,E01014589,849.0,735.0,1584.0
BS16 5,2016,266081.0743243243,242175.0,296,364920.9881422925,176174.64031620554,E01014589,869.0,781.0,1650.0
BS16 5,2017,270939.65753424657,265000.0,219,364920.9881422925,176174.64031620554,E01014589,828.0,779.0,1607.0
BS16 5,2018,259848.29347826086,252500.0,184,364920.9881422925,176174.64031620554,E01014589,851.0,801.0,1652.0
BS16 5,2019,264243.16455696203,265000.0,158,364920.9881422925,176174.64031620554,E01014589,853.0,773.0,1626.0
BS16 5,2020,285425.5,286500.0,178,364920.9881422925,176174.64031620554,E01014589,848.0,769.0,1617.0
BS16 5,2021,305483.313253012,305250.0,166,364920.9881422925,176174.64031620554,E01014589,837.0,761.0,1598.0
BS16 5,2022,348434.3939393939,350000.0,33,364920.9881422925,176174.64031620554,E01014589,837.0,764.0,1601.0
BS16 5,2022,348434.3939393939,350000.0,33,364920.9881422925,176174.64031620554,E01014589,836.0,757.0,1593.0
BS16 5,2023,366173.4285714286,340250.0,84,364920.9881422925,176174.64031620554,E01014589,865.0,768.0,1633.0
BS16 5,2024,306341.0128205128,288500.0,78,364920.9881422925,176174.64031620554,E01014589,873.0,765.0,1638.0
BS16 6,2015,280674.3072289157,267750.0,166,365462.91570881224,177614.6245210728,E01014590,982.0,961.0,1943.0
BS16 6,2016,310320.7413793103,317375.0,174,365462.91570881224,177614.6245210728,E01014590,990.0,898.0,1888.0
BS16 6,2017,337157.42261904763,330000.0,168,365462.91570881224,177614.6245210728,E01014590,1088.0,960.0,2048.0
BS16 6,2018,333864.6264367816,340000.0,174,365462.91570881224,177614.6245210728,E01014590,1151.0,1014.0,2165.0
BS16 6,2019,362400.29054054053,350000.0,148,365462.91570881224,177614.6245210728,E01014590,1237.0,1053.0,2290.0
BS16 6,2020,370840.19083969464,355000.0,131,365462.91570881224,177614.6245210728,E01014590,1218.0,1119.0,2337.0
BS16 6,2021,370515.8961038961,368500.0,154,365462.91570881224,177614.6245210728,E01014590,1215.0,1151.0,2366.0
BS16 6,2022,431351.1904761905,395775.0,21,365462.91570881224,177614.6245210728,E01014590,1258.0,1178.0,2436.0
BS16 6,2022,431351.1904761905,395775.0,21,365462.91570881224,177614.6245210728,E01014590,1252.0,1185.0,2437.0
BS16 6,2023,451105.6603773585,450000.0,53,365462.91570881224,177614.6245210728,E01014590,1289.0,1216.0,2505.0
BS16 6,2024,414549.0131578947,410000.0,76,365462.91570881224,177614.6245210728,E01014590,1280.0,1221.0,2501.0
BS16 7,2015,331647.3852242744,260000.0,379,367197.8035714286,177394.2767857143,E01014590,982.0,961.0,1943.0
BS16 7,2016,305435.65311004786,273740.5,418,367197.8035714286,177394.2767857143,E01014590,990.0,898.0,1888.0
BS16 7,2017,297649.4854368932,283000.0,412,367197.8035714286,177394.2767857143,E01014590,1088.0,960.0,2048.0
BS16 7,2018,334972.5411471322,297500.0,401,367197.8035714286,177394.2767857143,E01014590,1151.0,1014.0,2165.0
BS16 7,2019,346353.0106382979,309997.5,282,367197.8035714286,177394.2767857143,E01014590,1237.0,1053.0,2290.0
BS16 7,2020,308336.930362117,288000.0,359,367197.8035714286,177394.2767857143,E01014590,1218.0,1119.0,2337.0
BS16 7,2021,413060.1759530792,312000.0,341,367197.8035714286,177394.2767857143,E01014590,1215.0,1151.0,2366.0
BS16 7,2022,543019.96,349000.0,50,367197.8035714286,177394.2767857143,E01014590,1258.0,1178.0,2436.0
BS16 7,2022,543019.96,349000.0,50,367197.8035714286,177394.2767857143,E01014590,1252.0,1185.0,2437.0
BS16 7,2023,420280.0153846154,368037.5,130,367197.8035714286,177394.2767857143,E01014590,1289.0,1216.0,2505.0
BS16 7,2024,378334.3918918919,377075.0,148,367197.8035714286,177394.2767857143,E01014590,1280.0,1221.0,2501.0
BS16 9,2015,236379.41242937854,212000.0,177,367713.0733944954,176263.28440366974,E01014590,982.0,961.0,1943.0
BS16 9,2016,224160.82236842104,216000.0,152,367713.0733944954,176263.28440366974,E01014590,990.0,898.0,1888.0
BS16 9,2017,288029.4430379747,249997.5,158,367713.0733944954,176263.28440366974,E01014590,1088.0,960.0,2048.0
BS16 9,2018,274207.21348314604,245000.0,178,367713.0733944954,176263.28440366974,E01014590,1151.0,1014.0,2165.0
BS16 9,2019,269912.6712328767,252500.0,146,367713.0733944954,176263.28440366974,E01014590,1237.0,1053.0,2290.0
BS16 9,2020,298397.4452554745,270000.0,137,367713.0733944954,176263.28440366974,E01014590,1218.0,1119.0,2337.0
BS16 9,2021,287356.31355932204,269975.0,118,367713.0733944954,176263.28440366974,E01014590,1215.0,1151.0,2366.0
BS16 9,2022,348102.63157894736,330000.0,19,367713.0733944954,176263.28440366974,E01014590,1258.0,1178.0,2436.0
BS16 9,2022,348102.63157894736,330000.0,19,367713.0733944954,176263.28440366974,E01014590,1252.0,1185.0,2437.0
BS16 9,2023,320112.34920634923,285000.0,63,367713.0733944954,176263.28440366974,E01014590,1289.0,1216.0,2505.0
BS16 9,2024,333752.265625,314000.0,64,367713.0733944954,176263.28440366974,E01014590,1280.0,1221.0,2501.0
BS17 4,2018,1250.0,1250.0,1,,,E01014891,,,
BS2 0,2015,253009.37096774194,182250.0,124,360035.1130434783,172864.34347826088,E01014658,1195.0,1120.0,2315.0
BS2 0,2016,212392.29078014183,200000.0,141,360035.1130434783,172864.34347826088,E01014658,1219.0,1161.0,2380.0
BS2 0,2017,438060.8848484848,222500.0,165,360035.1130434783,172864.34347826088,E01014658,1238.0,1176.0,2414.0
BS2 0,2018,352820.7880794702,208000.0,151,360035.1130434783,172864.34347826088,E01014658,1232.0,1213.0,2445.0
BS2 0,2019,906581.237037037,217500.0,135,360035.1130434783,172864.34347826088,E01014658,1244.0,1212.0,2456.0
BS2 0,2020,1301806.6097560977,247500.0,82,360035.1130434783,172864.34347826088,E01014658,1256.0,1231.0,2487.0
BS2 0,2021,523471.51785714284,247500.0,56,360035.1130434783,172864.34347826088,E01014658,1257.0,1232.0,2489.0
BS2 0,2022,1239250.0,268750.0,12,360035.1130434783,172864.34347826088,E01014658,1273.0,1238.0,2511.0
BS2 0,2022,1239250.0,268750.0,12,360035.1130434783,172864.34347826088,E01014658,1273.0,1234.0,2507.0
BS2 0,2023,822938.5714285715,267500.0,42,360035.1130434783,172864.34347826088,E01014658,1317.0,1262.0,2579.0
BS2 0,2024,494409.6153846154,231000.0,52,360035.1130434783,172864.34347826088,E01014658,1339.0,1285.0,2624.0
BS2 8,2015,259748.51111111112,222500.0,135,358993.1278538813,173776.7214611872,E01014486,1261.0,1303.0,2564.0
BS2 8,2016,285838.231292517,249000.0,147,358993.1278538813,173776.7214611872,E01014486,1293.0,1325.0,2618.0
BS2 8,2017,338728.3236714976,250000.0,207,358993.1278538813,173776.7214611872,E01014486,1270.0,1373.0,2643.0
BS2 8,2018,295335.8587570622,217000.0,177,358993.1278538813,173776.7214611872,E01014486,1284.0,1325.0,2609.0
BS2 8,2019,313033.42307692306,253000.0,104,358993.1278538813,173776.7214611872,E01014486,1301.0,1349.0,2650.0
BS2 8,2020,1358657.17721519,305000.0,79,358993.1278538813,173776.7214611872,E01014486,1299.0,1344.0,2643.0
BS2 8,2021,655074.3214285715,233000.0,112,358993.1278538813,173776.7214611872,E01014486,1311.0,1348.0,2659.0
BS2 8,2022,325788.17647058825,268449.0,17,358993.1278538813,173776.7214611872,E01014486,1365.0,1394.0,2759.0
BS2 8,2022,325788.17647058825,268449.0,17,358993.1278538813,173776.7214611872,E01014486,1362.0,1390.0,2752.0
BS2 8,2023,338606.44736842107,306000.0,38,358993.1278538813,173776.7214611872,E01014486,1363.0,1397.0,2760.0
BS2 8,2024,331168.0,290000.0,35,358993.1278538813,173776.7214611872,E01014486,1370.0,1432.0,2802.0
BS2 9,2015,246485.38709677418,235000.0,93,359945.3894736842,174299.74736842106,E01014485,994.0,911.0,1905.0
BS2 9,2016,298960.27160493826,280000.0,81,359945.3894736842,174299.74736842106,E01014485,1033.0,943.0,1976.0
BS2 9,2017,490837.70588235295,319000.0,68,359945.3894736842,174299.74736842106,E01014485,1020.0,938.0,1958.0
BS2 9,2018,297803.25333333336,300000.0,75,359945.3894736842,174299.74736842106,E01014485,983.0,961.0,1944.0
BS2 9,2019,354138.6274509804,328250.0,102,359945.3894736842,174299.74736842106,E01014485,1006.0,953.0,1959.0
BS2 9,2020,317354.6376811594,310000.0,69,359945.3894736842,174299.74736842106,E01014485,1015.0,946.0,1961.0
BS2 9,2021,459574.80672268907,375000.0,119,359945.3894736842,174299.74736842106,E01014485,992.0,946.0,1938.0
BS2 9,2022,340327.1153846154,352000.0,26,359945.3894736842,174299.74736842106,E01014485,1021.0,954.0,1975.0
BS2 9,2022,340327.1153846154,352000.0,26,359945.3894736842,174299.74736842106,E01014485,1014.0,964.0,1978.0
BS2 9,2023,424448.82857142854,435000.0,35,359945.3894736842,174299.74736842106,E01014485,1004.0,954.0,1958.0
BS2 9,2024,370138.3333333333,398750.0,30,359945.3894736842,174299.74736842106,E01014485,990.0,926.0,1916.0
BS20 0,2015,259376.6875,251000.0,80,352256.8342857143,175695.44,E01014766,,,
BS20 0,2016,268469.3181818182,249000.0,88,352256.8342857143,175695.44,E01014766,,,
BS20 0,2017,312071.16,280000.0,75,352256.8342857143,175695.44,E01014766,,,
BS20 0,2018,489427.8505747126,290000.0,87,352256.8342857143,175695.44,E01014766,,,
BS20 0,2019,327109.3023255814,277500.0,86,352256.8342857143,175695.44,E01014766,,,
BS20 0,2020,354533.69620253163,280000.0,79,352256.8342857143,175695.44,E01014766,,,
BS20 0,2021,366367.9074074074,306250.0,54,352256.8342857143,175695.44,E01014766,,,
BS20 0,2022,370388.8888888889,380000.0,9,352256.8342857143,175695.44,E01014766,,,
BS20 0,2023,372204.54545454547,375000.0,22,352256.8342857143,175695.44,E01014766,,,
BS20 0,2024,440125.0,402500.0,16,352256.8342857143,175695.44,E01014766,,,
BS20 6,2015,281392.2,256250.0,235,346389.75877192983,176008.03070175438,E01014789,,,
BS20 6,2016,286456.06796116504,275000.0,206,346389.75877192983,176008.03070175438,E01014789,,,
BS20 6,2017,310208.7682119205,295000.0,151,346389.75877192983,176008.03070175438,E01014789,,,
BS20 6,2018,318663.2162162162,310000.0,185,346389.75877192983,176008.03070175438,E01014789,,,
BS20 6,2019,324859.7590361446,302500.0,166,346389.75877192983,176008.03070175438,E01014789,,,
BS20 6,2020,344166.2878787879,332500.0,132,346389.75877192983,176008.03070175438,E01014789,,,
BS20 6,2021,397017.42574257427,370000.0,101,346389.75877192983,176008.03070175438,E01014789,,,
BS20 6,2022,356203.7037037037,385000.0,27,346389.75877192983,176008.03070175438,E01014789,,,
BS20 6,2023,365042.14285714284,346500.0,70,346389.75877192983,176008.03070175438,E01014789,,,
BS20 6,2024,353815.45454545453,367500.0,66,346389.75877192983,176008.03070175438,E01014789,,,
BS20 7,2015,306262.08390022675,260000.0,441,347709.91333333333,176358.7,E01014767,,,
BS20 7,2016,322208.0205655527,306000.0,389,347709.91333333333,176358.7,E01014767,,,
BS20 7,2017,368506.81470588234,315750.0,340,347709.91333333333,176358.7,E01014767,,,
BS20 7,2018,403945.97928994085,343500.0,338,347709.91333333333,176358.7,E01014767,,,
BS20 7,2019,348680.5420560748,315000.0,321,347709.91333333333,176358.7,E01014767,,,
BS20 7,2020,381293.0603773585,345000.0,265,347709.91333333333,176358.7,E01014767,,,
BS20 7,2021,380330.1049723757,355000.0,181,347709.91333333333,176358.7,E01014767,,,
BS20 7,2022,445410.5263157895,352500.0,38,347709.91333333333,176358.7,E01014767,,,
BS20 7,2023,427496.15178571426,380000.0,112,347709.91333333333,176358.7,E01014767,,,
BS20 7,2024,455073.65079365077,375000.0,63,347709.91333333333,176358.7,E01014767,,,
BS20 8,2015,341111.22881355934,325000.0,118,344659.979020979,175652.04895104896,E01014789,,,
BS20 8,2016,380570.97826086957,358997.5,138,344659.979020979,175652.04895104896,E01014789,,,
BS20 8,2017,437571.51515151514,415000.0,99,344659.979020979,175652.04895104896,E01014789,,,
BS20 8,2018,403181.25,400000.0,104,344659.979020979,175652.04895104896,E01014789,,,
BS20 8,2019,427728.16964285716,400000.0,112,344659.979020979,175652.04895104896,E01014789,,,
BS20 8,2020,447590.82608695654,420000.0,115,344659.979020979,175652.04895104896,E01014789,,,
BS20 8,2021,476441.98863636365,450000.0,88,344659.979020979,175652.04895104896,E01014789,,,
BS20 8,2022,638727.2727272727,585000.0,11,344659.979020979,175652.04895104896,E01014789,,,
BS20 8,2023,546325.5813953489,525000.0,43,344659.979020979,175652.04895104896,E01014789,,,
BS20 8,2024,522629.6296296296,460000.0,27,344659.979020979,175652.04895104896,E01014789,,,
BS3 1,2015,254656.36966824645,235000.0,211,357989.63302752294,171755.61926605506,E01014505,982.0,885.0,1867.0
BS3 1,2016,336693.32547169813,274820.0,212,357989.63302752294,171755.61926605506,E01014505,969.0,877.0,1846.0
BS3 1,2017,309419.8418604651,290000.0,215,357989.63302752294,171755.61926605506,E01014505,971.0,887.0,1858.0
BS3 1,2018,320310.48616600793,284950.0,253,357989.63302752294,171755.61926605506,E01014505,977.0,906.0,1883.0
BS3 1,2019,335575.128342246,320000.0,187,357989.63302752294,171755.61926605506,E01014505,1006.0,893.0,1899.0
BS3 1,2020,371545.4819277108,375250.0,166,357989.63302752294,171755.61926605506,E01014505,996.0,879.0,1875.0
BS3 1,2021,419647.64390243904,395000.0,205,357989.63302752294,171755.61926605506,E01014505,967.0,871.0,1838.0
BS3 1,2022,416912.26470588235,331350.0,34,357989.63302752294,171755.61926605506,E01014505,930.0,867.0,1797.0
BS3 1,2022,416912.26470588235,331350.0,34,357989.63302752294,171755.61926605506,E01014505,935.0,865.0,1800.0
BS3 1,2023,564686.5631067961,438000.0,103,357989.63302752294,171755.61926605506,E01014505,972.0,852.0,1824.0
BS3 1,2024,410671.0,396250.0,100,357989.63302752294,171755.61926605506,E01014505,987.0,853.0,1840.0
BS3 2,2015,322923.3333333333,250000.0,120,356981.9365079365,170985.25925925927,E01014500,889.0,853.0,1742.0
BS3 2,2016,284580.1073825503,290000.0,149,356981.9365079365,170985.25925925927,E01014500,885.0,881.0,1766.0
BS3 2,2017,328388.14074074075,302500.0,135,356981.9365079365,170985.25925925927,E01014500,898.0,859.0,1757.0
BS3 2,2018,868366.6962962963,312000.0,135,356981.9365079365,170985.25925925927,E01014500,891.0,859.0,1750.0
BS3 2,2019,411533.1327433628,325000.0,113,356981.9365079365,170985.25925925927,E01014500,919.0,895.0,1814.0
BS3 2,2020,338126.5909090909,311500.0,154,356981.9365079365,170985.25925925927,E01014500,889.0,885.0,1774.0
BS3 2,2021,351515.6015037594,312000.0,133,356981.9365079365,170985.25925925927,E01014500,924.0,922.0,1846.0
BS3 2,2022,444000.0,470000.0,18,356981.9365079365,170985.25925925927,E01014500,944.0,928.0,1872.0
BS3 2,2022,444000.0,470000.0,18,356981.9365079365,170985.25925925927,E01014500,945.0,929.0,1874.0
BS3 2,2023,495901.0350877193,370000.0,57,356981.9365079365,170985.25925925927,E01014500,941.0,910.0,1851.0
BS3 2,2024,1026127.358490566,373500.0,53,356981.9365079365,170985.25925925927,E01014500,925.0,943.0,1868.0
BS3 3,2015,224098.90308370045,231000.0,227,357920.0316455696,171125.38607594935,E01014500,889.0,853.0,1742.0
BS3 3,2016,256411.07522123895,265375.0,226,357920.0316455696,171125.38607594935,E01014500,885.0,881.0,1766.0
BS3 3,2017,260112.36263736265,282250.0,182,357920.0316455696,171125.38607594935,E01014500,898.0,859.0,1757.0
BS3 3,2018,295439.0393258427,291250.0,178,357920.0316455696,171125.38607594935,E01014500,891.0,859.0,1750.0
BS3 3,2019,309876.55367231637,291000.0,177,357920.0316455696,171125.38607594935,E01014500,919.0,895.0,1814.0
BS3 3,2020,305167.8378378378,315000.0,185,357920.0316455696,171125.38607594935,E01014500,889.0,885.0,1774.0
BS3 3,2021,335225.97402597405,350000.0,154,357920.0316455696,171125.38607594935,E01014500,924.0,922.0,1846.0
BS3 3,2022,341189.8387096774,352000.0,31,357920.0316455696,171125.38607594935,E01014500,944.0,928.0,1872.0
BS3 3,2022,341189.8387096774,352000.0,31,357920.0316455696,171125.38607594935,E01014500,945.0,929.0,1874.0
BS3 3,2023,365556.2295081967,382500.0,61,357920.0316455696,171125.38607594935,E01014500,941.0,910.0,1851.0
BS3 3,2024,407122.175,380000.0,80,357920.0316455696,171125.38607594935,E01014500,925.0,943.0,1868.0
BS3 4,2015,235616.12955465587,235000.0,247,359049.73658536584,171495.98536585364,E01014729,715.0,707.0,1422.0
BS3 4,2016,276835.3766816144,255000.0,223,359049.73658536584,171495.98536585364,E01014729,740.0,727.0,1467.0
BS3 4,2017,324099.16386554623,275000.0,238,359049.73658536584,171495.98536585364,E01014729,794.0,777.0,1571.0
BS3 4,2018,273163.6235741445,267750.0,263,359049.73658536584,171495.98536585364,E01014729,782.0,796.0,1578.0
BS3 4,2019,322614.01485148515,292500.0,202,359049.73658536584,171495.98536585364,E01014729,831.0,850.0,1681.0
BS3 4,2020,351001.5777777778,317500.0,180,359049.73658536584,171495.98536585364,E01014729,844.0,864.0,1708.0
BS3 4,2021,354809.3878787879,347500.0,165,359049.73658536584,171495.98536585364,E01014729,934.0,917.0,1851.0
BS3 4,2022,403296.0,405000.0,41,359049.73658536584,171495.98536585364,E01014729,897.0,935.0,1832.0
BS3 4,2022,403296.0,405000.0,41,359049.73658536584,171495.98536585364,E01014729,909.0,934.0,1843.0
BS3 4,2023,371075.95774647885,371500.0,71,359049.73658536584,171495.98536585364,E01014729,907.0,925.0,1832.0
BS3 4,2024,366578.5981308411,335500.0,107,359049.73658536584,171495.98536585364,E01014729,902.0,922.0,1824.0
BS3 5,2015,201234.016,198000.0,125,358837.44751381216,170736.37569060773,E01014500,889.0,853.0,1742.0
BS3 5,2016,227171.95714285714,215750.0,140,358837.44751381216,170736.37569060773,E01014500,885.0,881.0,1766.0
BS3 5,2017,318250.72192513366,261000.0,187,358837.44751381216,170736.37569060773,E01014500,898.0,859.0,1757.0
BS3 5,2018,294666.13445378153,269000.0,238,358837.44751381216,170736.37569060773,E01014500,891.0,859.0,1750.0
BS3 5,2019,316802.4944444444,277475.0,180,358837.44751381216,170736.37569060773,E01014500,919.0,895.0,1814.0
BS3 5,2020,287423.69105691055,287000.0,123,358837.44751381216,170736.37569060773,E01014500,889.0,885.0,1774.0
BS3 5,2021,314290.8273381295,310000.0,139,358837.44751381216,170736.37569060773,E01014500,924.0,922.0,1846.0
BS3 5,2022,516454.8387096774,373000.0,31,358837.44751381216,170736.37569060773,E01014500,944.0,928.0,1872.0
BS3 5,2022,516454.8387096774,373000.0,31,358837.44751381216,170736.37569060773,E01014500,945.0,929.0,1874.0
BS3 5,2023,353315.14492753625,340000.0,69,358837.44751381216,170736.37569060773,E01014500,941.0,910.0,1851.0
BS3 5,2024,380975.5714285714,373500.0,63,358837.44751381216,170736.37569060773,E01014500,925.0,943.0,1868.0
BS30 5,2015,356506.9682539682,315000.0,63,369389.7485380117,173086.51461988303,E01014865,,,
BS30 5,2016,347699.28571428574,289950.0,77,369389.7485380117,173086.51461988303,E01014865,,,
BS30 5,2017,342933.86904761905,298000.0,84,369389.7485380117,173086.51461988303,E01014865,,,
BS30 5,2018,389417.890625,347475.0,64,369389.7485380117,173086.51461988303,E01014865,,,
BS30 5,2019,410757.8125,347500.0,64,369389.7485380117,173086.51461988303,E01014865,,,
BS30 5,2020,431492.5925925926,371500.0,54,369389.7485380117,173086.51461988303,E01014865,,,
BS30 5,2021,439874.28571428574,330000.0,70,369389.7485380117,173086.51461988303,E01014865,,,
BS30 5,2022,407033.625,358134.5,8,369389.7485380117,173086.51461988303,E01014865,,,
BS30 5,2023,677482.1428571428,433125.0,14,369389.7485380117,173086.51461988303,E01014865,,,
BS30 5,2024,395493.9393939394,352000.0,33,369389.7485380117,173086.51461988303,E01014865,,,
BS30 6,2015,395394.2876712329,280000.0,73,367634.5639097744,170312.03007518797,E01014865,,,
BS30 6,2016,437944.6984126984,290000.0,63,367634.5639097744,170312.03007518797,E01014865,,,
BS30 6,2017,456803.152173913,317000.0,46,367634.5639097744,170312.03007518797,E01014865,,,
BS30 6,2018,323844.623655914,287500.0,93,367634.5639097744,170312.03007518797,E01014865,,,
BS30 6,2019,470135.72164948453,398500.0,97,367634.5639097744,170312.03007518797,E01014865,,,
BS30 6,2020,463372.6865671642,380000.0,67,367634.5639097744,170312.03007518797,E01014865,,,
BS30 6,2021,452982.3962264151,400000.0,53,367634.5639097744,170312.03007518797,E01014865,,,
BS30 6,2022,1197207.7142857143,407000.0,7,367634.5639097744,170312.03007518797,E01014865,,,
BS30 6,2023,410310.0,417500.0,20,367634.5639097744,170312.03007518797,E01014865,,,
BS30 6,2024,443089.0625,367500.0,32,367634.5639097744,170312.03007518797,E01014865,,,
